original_text,text,sentiment,confidence
million loveanddeepspace loveanddeepspacecosplay sylus sylusloveanddeepspace syluscosplay sylusedit cosplay qinche lads,million loveanddeepspace loveanddeepspacecosplay sylus sylusloveanddeepspace syluscosplay sylusedit cosplay qinche lads,NEGATIVE,0.816920280456543
cos,cos,POSITIVE,0.7744841575622559
si lu lm ri mi thy li cnh ngi sn bay ntn tntiuhin tntiuhin laotan lotn qinxiaoxian victorqin tnkhiton qxxbyg bachnguyetquangcuatantieuhien ducvanxa cvnx ducvannamdoan ducvannuhai hacuuhoa dngculangcthditrquarterinninghttntiuhindngculangchumctdaisy,si lu lm ri mi thy li cnh ngi sn bay ntn tntiuhin tntiuhin laotan lotn qinxiaoxian victorqin tnkhiton qxxbyg bachnguyetquangcuatantieuhien ducvanxa cvnx ducvannamdoan ducvannuhai hacuuhoa dngculangcthditrquarterinninghttntiuhindngculangchumctdaisy,NEGATIVE,0.9820950627326965
ty nam xng lotn tnkhiton tntiuhin qxx qxx qinxiaoxian,ty nam xng lotn tnkhiton tntiuhin qxx qxx qinxiaoxian,NEGATIVE,0.9715482592582703
lm ci tr na vy tntiuhin tntiuhin laotan lotn qinxiaoxian victorqin tnkhiton qxxbyg bachnguyetquangcuatantieuhien ducvanxa cvnx ducvannamdoan ducvannuhai hacuuhoa dngculangcthditrquarterinninghttntiuhindngculangchumctdaisy,lm ci tr na vy tntiuhin tntiuhin laotan lotn qinxiaoxian victorqin tnkhiton qxxbyg bachnguyetquangcuatantieuhien ducvanxa cvnx ducvannamdoan ducvannuhai hacuuhoa dngculangcthditrquarterinninghttntiuhindngculangchumctdaisy,NEGATIVE,0.9803865551948547
xinche douyin update junhyuk zai polarix zai junhyuk xinche starlightboys kpop kpopfyp,xinche douyin update junhyuk zai polarix zai junhyuk xinche starlightboys kpop kpopfyp,NEGATIVE,0.9375020265579224
manifesting girls especially rafayel girlies get pulls june loveanddeepspaceladsrafayelzaynexavierxaviersyluscalebotome,manifesting girls especially rafayel girlies get pulls june loveanddeepspaceladsrafayelzaynexavierxaviersyluscalebotome,NEGATIVE,0.6550907492637634
dorama doramachins shortplay,dorama doramachins shortplay,NEGATIVE,0.9800193309783936
capcut,capcut,NEGATIVE,0.9986733198165894
xinche polarix china polarixofficial,xinche polarix china polarixofficial,NEGATIVE,0.5815988183021545
195cm sylusloveanddeepspace loveanddeepspacesylus loveanddeepspaceedit sylus sylusedit handsome fyp,195cm sylusloveanddeepspace loveanddeepspacesylus loveanddeepspaceedit sylus sylusedit handsome fyp,POSITIVE,0.7204086184501648
story baby needs heard mother choose stand speak tiktokrerefugere cant believe cruelty happened heartbreaking think gone forever never back home mom baby angel pain scare heaven continue demand justice dont want see happen never met everyone heart love baby,story baby needs heard mother choose stand speak tiktokrerefugere cant believe cruelty happened heartbreaking think gone forever never back home mom baby angel pain scare heaven continue demand justice dont want see happen never met everyone heart love baby,NEGATIVE,0.9703590273857117
fyp fy forgetyounot,fyp fy forgetyounot,NEGATIVE,0.9768276214599609
guy thinks hes xinche polarix kpop kpopfyp fyp,guy thinks hes xinche polarix kpop kpopfyp fyp,NEGATIVE,0.9943713545799255
mika fyp sylus sylus loveanddeepspace fyp cosplayer handsome lads loveanddeepspacecharacters 3dgame otomegame viral darkfantasy loveanddeepspaceversion2,mika fyp sylus sylus loveanddeepspace fyp cosplayer handsome lads loveanddeepspacecharacters 3dgame otomegame viral darkfantasy loveanddeepspaceversion2,NEGATIVE,0.9540281295776367
replying lea cant tag everyone hope helpful really need sylus qinche loveanddeepspace love deepspace,replying lea cant tag everyone hope helpful really need sylus qinche loveanddeepspace love deepspace,NEGATIVE,0.8856345415115356
nhiu ngi chi trn knh ca tn nhng ngi chi trong clip ny ngi mnh thy nhiu clip nht quan trng chi hay nht tnh cm nht ting ny gip thanh ca tn ln khng hm nay tui phi hi tn ngi hm hm guzheng qinyin wazheng ntranh tnm xuhuong fyp viral trending,nhiu ngi chi trn knh ca tn nhng ngi chi trong clip ny ngi mnh thy nhiu clip nht quan trng chi hay nht tnh cm nht ting ny gip thanh ca tn ln khng hm nay tui phi hi tn ngi hm hm guzheng qinyin wazheng ntranh tnm xuhuong fyp viral trending,NEGATIVE,0.9908884763717651
xinche true embodiment love happiness human form xinche polarix,xinche true embodiment love happiness human form xinche polarix,POSITIVE,0.9982340335845947
sylus loveanddeepspace,sylus loveanddeepspace,NEGATIVE,0.8429579138755798
tonks507213 cos sylus cosplay 3d n109,tonks507213 cos sylus cosplay 3d n109,NEGATIVE,0.9686684608459473
anh hai hin gi hn ri ti anh nh ngh ngi sng hm sau li bnh vin thay thuc ch phi nm vin lun nh hm trc na nh tranh th lm nhim gi sau chy dn anh cng ku mi ngi gng gi gn sc kho nha f4 tritthanh lnghicc tinhthinngoi douyin cover xuhuong xh,anh hai hin gi hn ri ti anh nh ngh ngi sng hm sau li bnh vin thay thuc ch phi nm vin lun nh hm trc na nh tranh th lm nhim gi sau chy dn anh cng ku mi ngi gng gi gn sc kho nha f4 tritthanh lnghicc tinhthinngoi douyin cover xuhuong xh,NEGATIVE,0.9891461133956909
xinche duanxingxing polarix,xinche duanxingxing polarix,POSITIVE,0.5959934592247009
akimitsu fyp sylus sylus loveanddeepspace fyp cosplayer handsome lads loveanddeepspacecharacters 3dgame otomegame viral darkfantasy loveanddeepspaceversion2,akimitsu fyp sylus sylus loveanddeepspace fyp cosplayer handsome lads loveanddeepspacecharacters 3dgame otomegame viral darkfantasy loveanddeepspaceversion2,NEGATIVE,0.9518287777900696
im wearing platform shoes swear sylus syluscosplay syluscosplayer cos loveanddeepspace sylusloveanddeepspace chinesecosplayer fy fyp,im wearing platform shoes swear sylus syluscosplay syluscosplayer cos loveanddeepspace sylusloveanddeepspace chinesecosplayer fy fyp,NEGATIVE,0.9882986545562744
perfect night starlightboys xinche fyp,perfect night starlightboys xinche fyp,POSITIVE,0.9994507431983948
dont save repeat save playing kitten loveanddeepspace sylus fyppppppppppppppppp sylusloveanddeepspace otomegame sylusedit,dont save repeat save playing kitten loveanddeepspace sylus fyppppppppppppppppp sylusloveanddeepspace otomegame sylusedit,NEGATIVE,0.9969684481620789
like xinche chineseboy face fyppppppppppppppppppppppp,like xinche chineseboy face fyppppppppppppppppppppppp,NEGATIVE,0.9851377010345459
peaceful day n109 zone sylus thames kitten sylus loveanddeepspace thamesmalerose syluscosplay cosplayer,peaceful day n109 zone sylus thames kitten sylus loveanddeepspace thamesmalerose syluscosplay cosplayer,NEGATIVE,0.8531716465950012
sylus sylus loveanddeepspace fyp fyp cosplayer handsome lads loveanddeepspacecharacters 3dgame otomegame viral darkfantasy loveanddeepspaceversion2,sylus sylus loveanddeepspace fyp fyp cosplayer handsome lads loveanddeepspacecharacters 3dgame otomegame viral darkfantasy loveanddeepspaceversion2,NEGATIVE,0.9668774008750916
195cm man loveanddeepspace sylus loveanddeepspaceedit loveanddeepspacesylus sylusedit handsome man cosplay xuhong foryoupage fyp,195cm man loveanddeepspace sylus loveanddeepspaceedit loveanddeepspacesylus sylusedit handsome man cosplay xuhong foryoupage fyp,POSITIVE,0.6729868054389954
bros taller sylus cos bchdrn sylus sylusloveanddeepspace loveanddeepspace cos douyin xuhoung xhs fyp xybca tallguy hot,bros taller sylus cos bchdrn sylus sylusloveanddeepspace loveanddeepspace cos douyin xuhoung xhs fyp xybca tallguy hot,NEGATIVE,0.8636351227760315
joyruqo skincare tiktokshopcrossborderseasales tiktokshophappybigday,joyruqo skincare tiktokshopcrossborderseasales tiktokshophappybigday,NEGATIVE,0.9878299832344055
sylus found kitten good thing youre okay cre sylus sylusbirthday sylusloveanddeepspace loveanddeepspace sylusmytype mytypesylus,sylus found kitten good thing youre okay cre sylus sylusbirthday sylusloveanddeepspace loveanddeepspace sylusmytype mytypesylus,NEGATIVE,0.8955214023590088
rafayel joining trend recently trend pretty hype cr xhs shenxinghui xavier zayne lishen rafayel qiyu loveanddeepspace sylus sylusloveanddeepspace qinche rafayelloveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters loveanddeepspacerafayel,rafayel joining trend recently trend pretty hype cr xhs shenxinghui xavier zayne lishen rafayel qiyu loveanddeepspace sylus sylusloveanddeepspace qinche rafayelloveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters loveanddeepspacerafayel,POSITIVE,0.7533857822418213
sylus ver sylus girlies scp jeannseditz zaylusep loveanddeepspace sylusloveanddeepspaceedit sylusloveanddeepspace sylusedit sylus qinche otome game zvynes aftereffects ae,sylus ver sylus girlies scp jeannseditz zaylusep loveanddeepspace sylusloveanddeepspaceedit sylusloveanddeepspace sylusedit sylus qinche otome game zvynes aftereffects ae,NEGATIVE,0.9879657626152039
x3 visual vuonghacde dylanwang wanghedi tantieuhien qinxiaoxian laotan dankienthu tanjianci ruanshizhuer,x3 visual vuonghacde dylanwang wanghedi tantieuhien qinxiaoxian laotan dankienthu tanjianci ruanshizhuer,NEGATIVE,0.832647979259491
fyp shortdrama lovestory playlet shortplay shortfilm chinesedrama,fyp shortdrama lovestory playlet shortplay shortfilm chinesedrama,POSITIVE,0.9345257878303528
loveanddeepspace lnd lads cosplayer cosplay sylusloveanddeepspace shin qinche sylus jinwoon,loveanddeepspace lnd lads cosplayer cosplay sylusloveanddeepspace shin qinche sylus jinwoon,NEGATIVE,0.9468334317207336
ganamos nosotros tendremos por lejos la mejor noche de ao nuevo lads loveanddeepspace xavier rafayel sylus zayne,ganamos nosotros tendremos por lejos la mejor noche de ao nuevo lads loveanddeepspace xavier rafayel sylus zayne,NEGATIVE,0.8423558473587036
makeup caleb sylus loveanddeepspaceloveanddeepspacesplayer handsome lads loveanddeepspacecharacters 3dgame otomegame mika,makeup caleb sylus loveanddeepspaceloveanddeepspacesplayer handsome lads loveanddeepspacecharacters 3dgame otomegame mika,NEGATIVE,0.9317064881324768
onychinus leader vs dad sylus way voice tones changed funny syluswhereheartslive sylus loveanddeepspace sylusloveanddeepspace fyppppppppppppppppp zyxcba,onychinus leader vs dad sylus way voice tones changed funny syluswhereheartslive sylus loveanddeepspace sylusloveanddeepspace fyppppppppppppppppp zyxcba,POSITIVE,0.6905452013015747
sylus taking metro find douyin xhs name across platforms sylus syluscosplay syluscosplayer cos loveanddeepspace sylusloveanddeepspace chinesecosplayer fy fyp,sylus taking metro find douyin xhs name across platforms sylus syluscosplay syluscosplayer cos loveanddeepspace sylusloveanddeepspace chinesecosplayer fy fyp,NEGATIVE,0.929422914981842
im melting sylus qinche qincheloveanddeepspace sylusloveanddeepspace loveanddeepspace xybza fyp,im melting sylus qinche qincheloveanddeepspace sylusloveanddeepspace loveanddeepspace xybza fyp,NEGATIVE,0.9651960730552673
loveanddeepspace loveanddeepspacecharacters sylusfans,loveanddeepspace loveanddeepspacecharacters sylusfans,POSITIVE,0.9678831100463867
xinche china chineseboy fyp,xinche china chineseboy fyp,NEGATIVE,0.8812352418899536
loveanddeepspace rafayelloveanddeepspace xavierloveanddeepspace zayneloveanddeepspace sylusloveanddeepspace qiyu shenxinghui lishen qinche fyp fyp xyzbca,loveanddeepspace rafayelloveanddeepspace xavierloveanddeepspace zayneloveanddeepspace sylusloveanddeepspace qiyu shenxinghui lishen qinche fyp fyp xyzbca,NEGATIVE,0.7581060528755188
zayne sylus loveanddeepspace cosplayer sylus zayne fyp,zayne sylus loveanddeepspace cosplayer sylus zayne fyp,NEGATIVE,0.6616414785385132
sylus pov ac imjaecare loveanddeepspace loveanddeepspaceth sylus sylusloveanddeepspace qinche fyp fyp foryourpage,sylus pov ac imjaecare loveanddeepspace loveanddeepspaceth sylus sylusloveanddeepspace qinche fyp fyp foryourpage,NEGATIVE,0.972485363483429
sylus loveanddeepspace sylusloveanddeepspace cosplay,sylus loveanddeepspace sylusloveanddeepspace cosplay,NEGATIVE,0.951694905757904
inspired lilith aka younglingslayer3000 loveanddeepspace xavier rafayel zayne sylus sylusabysmsovereign fyp,inspired lilith aka younglingslayer3000 loveanddeepspace xavier rafayel zayne sylus sylusabysmsovereign fyp,NEGATIVE,0.9140496850013733
anime expo loveanddeepspace cosplayer fyp fyp sylus zayne,anime expo loveanddeepspace cosplayer fyp fyp sylus zayne,NEGATIVE,0.939720869064331
sylus myths literally broke im bawling eyes pure grief im dissociating pain rn sylusmyth sylus loveanddeepspace sylusedit sylusloveanddeepspace fyp xyzbca fyppppppppppppppppppppppp fyp softsylus,sylus myths literally broke im bawling eyes pure grief im dissociating pain rn sylusmyth sylus loveanddeepspace sylusedit sylusloveanddeepspace fyp xyzbca fyppppppppppppppppppppppp fyp softsylus,NEGATIVE,0.9829286336898804
two daddies visits cos sihuo hnfn loveanddeepspace zayne sylus cos mc douyin xuhoung xhs fyp fypage xybca,two daddies visits cos sihuo hnfn loveanddeepspace zayne sylus cos mc douyin xuhoung xhs fyp fypage xybca,POSITIVE,0.6589885354042053
tntiuhin tntiuhin laotan lotn qinxiaoxian victorqin tnkhiton qxxbyg bachnguyetquangcuatantieuhien ducvanxa cvnx ducvannamdoan ducvannuhai hacuuhoa dngculangcthditrquarterinninghttntiuhindngculangchumctdaisy,tntiuhin tntiuhin laotan lotn qinxiaoxian victorqin tnkhiton qxxbyg bachnguyetquangcuatantieuhien ducvanxa cvnx ducvannamdoan ducvannuhai hacuuhoa dngculangcthditrquarterinninghttntiuhindngculangchumctdaisy,NEGATIVE,0.9769977331161499
hair things cr 2nd photo douyin sylus sylus loveanddeepspace fyp foryou otome kitten cat sylusedit loveanddeepspaceedit xyzbca hairtheory,hair things cr 2nd photo douyin sylus sylus loveanddeepspace fyp foryou otome kitten cat sylusedit loveanddeepspaceedit xyzbca hairtheory,NEGATIVE,0.9564287662506104
rafayel rafayelloveanddeepspace rafayelcosplay loveanddeepspace lads rafayel xavier zayne sylus caleb,rafayel rafayelloveanddeepspace rafayelcosplay loveanddeepspace lads rafayel xavier zayne sylus caleb,POSITIVE,0.8578850626945496
xinche fought life serious xinche xinche starlightboys starlightboys fyppppppppppppppppppppppp kpopfyp kpopsurvivalshow,xinche fought life serious xinche xinche starlightboys starlightboys fyppppppppppppppppppppppp kpopfyp kpopsurvivalshow,NEGATIVE,0.9628645777702332
xinchexinche im comingwmanagement wmchangsha un24 trainee cute handsome xinche fyp fypage,xinchexinche im comingwmanagement wmchangsha un24 trainee cute handsome xinche fyp fypage,NEGATIVE,0.9600775837898254
bunnies decorating xinche xinche hikari fantasyboys htboysstarlightboys kpopfyp kpopsurvivalshow fyppppppppppppppppppppppp,bunnies decorating xinche xinche hikari fantasyboys htboysstarlightboys kpopfyp kpopsurvivalshow fyppppppppppppppppppppppp,NEGATIVE,0.9935355186462402
thin mnh ai th xoay chuyn vn mnh phim xuyn khng tin xem thi gian step past comaythoigian tamtanky thienmenhtoicao cothienlac tuyenhuyen gianghoa quachthienni lamphong hoainiem hoainiem8x9x trieutran9x hongnhanxua,thin mnh ai th xoay chuyn vn mnh phim xuyn khng tin xem thi gian step past comaythoigian tamtanky thienmenhtoicao cothienlac tuyenhuyen gianghoa quachthienni lamphong hoainiem hoainiem8x9x trieutran9x hongnhanxua,NEGATIVE,0.9804214835166931
loveanddeepspace lads rafayel xavier zayne sylus caleb cosplay credit video,loveanddeepspace lads rafayel xavier zayne sylus caleb cosplay credit video,POSITIVE,0.968791663646698
sweet xinche starlightboys china polarix bl fyp kpop survival,sweet xinche starlightboys china polarix bl fyp kpop survival,POSITIVE,0.988804042339325
xinche polarix leejunhyuk crlogo,xinche polarix leejunhyuk crlogo,NEGATIVE,0.972032904624939
back snowcrow loveanddeepspacezayne loveanddeepspacesylus loveanddeepspacecharacters loveanddeepspace lads loveanddeepspaceedit zayneloveanddeepspace sylusloveanddeepspace snowcrow qinche qincheloveanddeepspace lishen lishenloveanddeepspace otome otomegame otomegames,back snowcrow loveanddeepspacezayne loveanddeepspacesylus loveanddeepspacecharacters loveanddeepspace lads loveanddeepspaceedit zayneloveanddeepspace sylusloveanddeepspace snowcrow qinche qincheloveanddeepspace lishen lishenloveanddeepspace otome otomegame otomegames,NEGATIVE,0.9434735178947449
pm,pm,POSITIVE,0.7802751064300537
xavier sleep ill handle cooking loveanddeepspace loveanddeepspaceedit xavier rafayel zayne sylus cooking food fyp fypviral xyzbca,xavier sleep ill handle cooking loveanddeepspace loveanddeepspaceedit xavier rafayel zayne sylus cooking food fyp fypviral xyzbca,NEGATIVE,0.9864675402641296
empressrih srx001 dancer tiktokdance live tiktoklive fyp,empressrih srx001 dancer tiktokdance live tiktoklive fyp,POSITIVE,0.5577788352966309
easy walk arms used hold dragon days loveanddeepspace sylus,easy walk arms used hold dragon days loveanddeepspace sylus,POSITIVE,0.8991860151290894
wangjiamo zhaomuyan xianqidance starshake carddance cdramalover douyin aktorchina shortdrama aktrischina,wangjiamo zhaomuyan xianqidance starshake carddance cdramalover douyin aktorchina shortdrama aktrischina,NEGATIVE,0.898643434047699
bn nh nh nh thng ngy hm nay khc ri thng lm tntiuhin fyp tantieuhien lotn qinxiaoxian victorqin tnkhiton tntiuhin linhcuuhoabatbai,bn nh nh nh thng ngy hm nay khc ri thng lm tntiuhin fyp tantieuhien lotn qinxiaoxian victorqin tnkhiton tntiuhin linhcuuhoabatbai,NEGATIVE,0.9805741906166077
big boy sylus cosplay douyinloveanddeepspace sylus handsome cosplayer fyp foryou china,big boy sylus cosplay douyinloveanddeepspace sylus handsome cosplayer fyp foryou china,POSITIVE,0.8739944100379944
hn gp hi nhc sm chuh nam tntiuhin tntiuhin laotan lotn qinxiaoxian victorqin tnkhiton qxxbyg bachnguyetquangcuatantieuhien ducvanxa cvnx ducvannamdoan ducvannuhai hacuuhoa dngculangcthditrquarterinninghttntiuhindngculangchumkdaisy,hn gp hi nhc sm chuh nam tntiuhin tntiuhin laotan lotn qinxiaoxian victorqin tnkhiton qxxbyg bachnguyetquangcuatantieuhien ducvanxa cvnx ducvannamdoan ducvannuhai hacuuhoa dngculangcthditrquarterinninghttntiuhindngculangchumkdaisy,NEGATIVE,0.9811744689941406
qinxiaoxian,qinxiaoxian,POSITIVE,0.714837372303009
crqincheskitten lads loveanddeepspace sylus sylusloveanddeepspace,crqincheskitten lads loveanddeepspace sylus sylusloveanddeepspace,NEGATIVE,0.9747894406318665
sylus loveanddeepspaceedit sylusedit ai pixel pixelart fyp,sylus loveanddeepspaceedit sylusedit ai pixel pixelart fyp,NEGATIVE,0.987046480178833
rain rain motohirohatalnktorain makoto shinkai directors cut httpsyoutubedhdi6hhbvfqsir7hjswdojykjotje rain,rain rain motohirohatalnktorain makoto shinkai directors cut httpsyoutubedhdi6hhbvfqsir7hjswdojykjotje rain,NEGATIVE,0.9830712676048279
istg theyre strong loveanddeepspace sylus sylusloveanddeepspace qinche shin cos douyin xuhoung xhs fyp fypage xybca,istg theyre strong loveanddeepspace sylus sylusloveanddeepspace qinche shin cos douyin xuhoung xhs fyp fypage xybca,POSITIVE,0.83013516664505
phim trn ng dng ti xem nh caidpncom apphigh app app,phim trn ng dng ti xem nh caidpncom apphigh app app,NEGATIVE,0.9915293455123901
jiangsu qinmo marine engineering coltd main production marine engineering ship supporting equipmentdeck machinery mooring equipment deck machinery cranes winches windlasses marine machinery offshore winch windlass crane fyp,jiangsu qinmo marine engineering coltd main production marine engineering ship supporting equipmentdeck machinery mooring equipment deck machinery cranes winches windlasses marine machinery offshore winch windlass crane fyp,NEGATIVE,0.9595521092414856
safe flight polarix hangyul shaoziheng leejunhyuk xushihuan xinche pentor zai yangdonghwa leedaeul,safe flight polarix hangyul shaoziheng leejunhyuk xushihuan xinche pentor zai yangdonghwa leedaeul,POSITIVE,0.8752467036247253
ng weibo hnh ng ngy vi caption dch gia ngi vi ngi iu gin nht nu bn khng vng bn khng tht vng ghi caption ru vy douyin dienvienphimngantrungquoc weibo lutchng liuxiyu,ng weibo hnh ng ngy vi caption dch gia ngi vi ngi iu gin nht nu bn khng vng bn khng tht vng ghi caption ru vy douyin dienvienphimngantrungquoc weibo lutchng liuxiyu,NEGATIVE,0.9950254559516907
creatorsearchinsights fypviral fyp,creatorsearchinsights fypviral fyp,NEGATIVE,0.9601477384567261
rafayel alarm clock loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters xavier rafayel zayne sylus caleb otome otomegame game,rafayel alarm clock loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters xavier rafayel zayne sylus caleb otome otomegame game,NEGATIVE,0.5531758069992065
fighting life lmao xinche polarix kpop sillyboy fyp,fighting life lmao xinche polarix kpop sillyboy fyp,NEGATIVE,0.9849076271057129
instagram,instagram,NEGATIVE,0.830682098865509
tntiuhin tntiuhin laotan lotn qinxiaoxian victorqin tnkhiton qxxbyg bachnguyetquangcuatantieuhien ducvanxa cvnx ducvannamdoan ducvannuhai hacuuhoa dngculangcthditrquarterinninghttntiuhindngculangchumctdaisy,tntiuhin tntiuhin laotan lotn qinxiaoxian victorqin tnkhiton qxxbyg bachnguyetquangcuatantieuhien ducvanxa cvnx ducvannamdoan ducvannuhai hacuuhoa dngculangcthditrquarterinninghttntiuhindngculangchumctdaisy,NEGATIVE,0.9769977331161499
handsome boys touch loveanddeepspace sylus zayne rafayel fyp,handsome boys touch loveanddeepspace sylus zayne rafayel fyp,POSITIVE,0.9989327788352966
chch th thanh lc ni xanh khng gi nc bic cn mi cre cophongtrungquoc trungquoc vetranh mactrang chichthuthanhluc honglaumong,chch th thanh lc ni xanh khng gi nc bic cn mi cre cophongtrungquoc trungquoc vetranh mactrang chichthuthanhluc honglaumong,NEGATIVE,0.9770535826683044
trend lliuyu trending tiktok,trend lliuyu trending tiktok,NEGATIVE,0.7738654017448425
