original_text,text,sentiment,confidence
birthday celebration gege papergames cr xhs caleb xiayizhou loveanddeepspace loveanddeepspacecharacters loveanddeepspaceedit loveanddeepspacegame loveanddeepspacecaleb lnd lads otome otomegame,birthday celebration gege papergames cr xhs caleb xiayizhou loveanddeepspace loveanddeepspacecharacters loveanddeepspaceedit loveanddeepspacegame loveanddeepspacecaleb lnd lads otome otomegame,POSITIVE,0.8534936308860779
loveandpeace caleb,loveandpeace caleb,POSITIVE,0.9957237243652344
let caleb try syluss motorcyle time hopefully still day anyway dont explode loveanddeepspace lads caleb calebbirthday gege zayne xavier rafayel sylus ladsmeme otome withcaleb0613,let caleb try syluss motorcyle time hopefully still day anyway dont explode loveanddeepspace lads caleb calebbirthday gege zayne xavier rafayel sylus ladsmeme otome withcaleb0613,NEGATIVE,0.986305832862854
loveanddeepspace caleb fyp,loveanddeepspace caleb fyp,POSITIVE,0.9719402194023132
gege area caleb chinese voice caleb cableloveanddeepspacegege loveanddeepspace,gege area caleb chinese voice caleb cableloveanddeepspacegege loveanddeepspace,NEGATIVE,0.7471987009048462
happy birthday calebb caleb cosplayers jun miackie domingo celeste ronald li character caleb love deepspace calebloveanddeepspace loveanddeepspace calebcosplay loveanddeepspacecosplay,happy birthday calebb caleb cosplayers jun miackie domingo celeste ronald li character caleb love deepspace calebloveanddeepspace loveanddeepspace calebcosplay loveanddeepspacecosplay,POSITIVE,0.9656080603599548
caleb happy birthday loveanddeepspace caleb,caleb happy birthday loveanddeepspace caleb,POSITIVE,0.9993577599525452
happy birthday caleb loveanddeepspacecaleb loveanddeepspace caleb loveanddeepspaceedit loveanddeepspaceedits lads cosplay fyp,happy birthday caleb loveanddeepspacecaleb loveanddeepspace caleb loveanddeepspaceedit loveanddeepspaceedits lads cosplay fyp,POSITIVE,0.9890781044960022
caleb armpit sniffers rise ive agenda since day also repost tehe cuz technical difficulties art fyp fyp loveanddeepspace calebloveanddeepspace loveanddeepspaceart artistsoftiktok fyppppppppppppppppppppppp digitalart armpit caleb,caleb armpit sniffers rise ive agenda since day also repost tehe cuz technical difficulties art fyp fyp loveanddeepspace calebloveanddeepspace loveanddeepspaceart artistsoftiktok fyppppppppppppppppppppppp digitalart armpit caleb,NEGATIVE,0.9914714694023132
loveanddeepspace calebloveanddeepspace,loveanddeepspace calebloveanddeepspace,POSITIVE,0.7856770753860474
caleb loveanddeepspacecharacters loveanddeepspace mobilegame loveanddeepspaceedit chinese china calebgirly boy,caleb loveanddeepspacecharacters loveanddeepspace mobilegame loveanddeepspaceedit chinese china calebgirly boy,POSITIVE,0.580126941204071
posting old edit bc nothing right might delete later caleb calebedit loveanddeepspace calebloveanddeepspace lads ladsedit fyp fypage,posting old edit bc nothing right might delete later caleb calebedit loveanddeepspace calebloveanddeepspace lads ladsedit fyp fypage,NEGATIVE,0.9985199570655823
norcal loves caleb fyp loveanddeepspace loveanddeepspacecaleb caleb otome otomegame gacha,norcal loves caleb fyp loveanddeepspace loveanddeepspacecaleb caleb otome otomegame gacha,NEGATIVE,0.8486679196357727
calebs intimidating presence caleb loveanddeepspace,calebs intimidating presence caleb loveanddeepspace,POSITIVE,0.9530898332595825
loveanddeepspace cn loveanddeepspaceedit loveanddeepspacecaleb caleb cosplay fyp,loveanddeepspace cn loveanddeepspaceedit loveanddeepspacecaleb caleb cosplay fyp,NEGATIVE,0.6075447797775269
caleb glorious purple eyed king loveanddeepspace loveanddeepspaceedit loveanddeepspacecaleb lads ladsedit fyp fypage xiayizhou,caleb glorious purple eyed king loveanddeepspace loveanddeepspaceedit loveanddeepspacecaleb lads ladsedit fyp fypage xiayizhou,POSITIVE,0.9956549406051636
need zayne zaynedit zayneloveanddeepspace caleb calebloveanddeepspace loveanddeepspace loveanddeepspaceedit dt rosie lala rsa theextracharacter pmly nectarmute,need zayne zaynedit zayneloveanddeepspace caleb calebloveanddeepspace loveanddeepspace loveanddeepspaceedit dt rosie lala rsa theextracharacter pmly nectarmute,NEGATIVE,0.9086873531341553
caleb push ups sport 5x30 im thinkin bout first day asguahjdjkahjdh caleb lads loveanddeepspace 5x30 zayne sylus xavier rafayel love deepspace,caleb push ups sport 5x30 im thinkin bout first day asguahjdjkahjdh caleb lads loveanddeepspace 5x30 zayne sylus xavier rafayel love deepspace,POSITIVE,0.6349788904190063
dont play cod ok lads loveanddeepspace loveanddeepspacecaleb caleb loveanddeepspacecharacters loveanddeepspaceedit loveanddeepspacegame,dont play cod ok lads loveanddeepspace loveanddeepspacecaleb caleb loveanddeepspacecharacters loveanddeepspaceedit loveanddeepspacegame,NEGATIVE,0.706920325756073
everyone dances passionately celebrate calebs birthday summer daytime credit creator app mmdmikumikudance blender modelinfoldmotionjohnylstageh2cu loveanddeepspace lads zayne xavier caleb rafayel sylus,everyone dances passionately celebrate calebs birthday summer daytime credit creator app mmdmikumikudance blender modelinfoldmotionjohnylstageh2cu loveanddeepspace lads zayne xavier caleb rafayel sylus,POSITIVE,0.9985406398773193
loveanddeepspace caleb caleb,loveanddeepspace caleb caleb,POSITIVE,0.9849326014518738
happy caleb day ikebukuro tokyo loveanddeepspace lads caleb birthday tokyo,happy caleb day ikebukuro tokyo loveanddeepspace lads caleb birthday tokyo,POSITIVE,0.9970822930335999
good girl caleb catch juneleb affinity full audio patreon love deepspace juneleb calebnation ladsedit caleb calebloveanddeepspace calebloveanddeepspaceedit loveanddeepspacecaleb lads rafayelloveanddeepspace rafayel rafayeledit otome otomegame otomegames fyi amv sylus sylusedit xavier zayne xavieredit sylusloveanddeepspaceedit xavierloveanddeepspace zayneloveanddeepspace loveanddeepspace loveanddeepspacecharacters qinche sylus loveanddeepspacegame loveanddeepspaceedit loveanddeepspacemc ladsedit zayne loveanddeepspacexavier loveanddeepspacezayne fyi fypfyip fypage xavier juneleb caleb calebnation junleb caleb fyip fyip calebnoreturnnight caleb loveanddeepspace lux sylusslvt sylus sylus minidragun snowcrow bunni juneleb amysyluss wife james3 mrs syluscaleb calebs pipsqueak gretastargirlxx sylusfruitss want kitten pipsqueak anni 1tanisia7 imryui,good girl caleb catch juneleb affinity full audio patreon love deepspace juneleb calebnation ladsedit caleb calebloveanddeepspace calebloveanddeepspaceedit loveanddeepspacecaleb lads rafayelloveanddeepspace rafayel rafayeledit otome otomegame otomegames fyi amv sylus sylusedit xavier zayne xavieredit sylusloveanddeepspaceedit xavierloveanddeepspace zayneloveanddeepspace loveanddeepspace loveanddeepspacecharacters qinche sylus loveanddeepspacegame loveanddeepspaceedit loveanddeepspacemc ladsedit zayne loveanddeepspacexavier loveanddeepspacezayne fyi fypfyip fypage xavier juneleb caleb calebnation junleb caleb fyip fyip calebnoreturnnight caleb loveanddeepspace lux sylusslvt sylus sylus minidragun snowcrow bunni juneleb amysyluss wife james3 mrs syluscaleb calebs pipsqueak gretastargirlxx sylusfruitss want kitten pipsqueak anni 1tanisia7 imryui,NEGATIVE,0.6542467474937439
caleb calebloveanddeepspace calebcosplay xiayizhou mahiru lads lds loveanddeepspace cosplay cos fyp fypviral,caleb calebloveanddeepspace calebcosplay xiayizhou mahiru lads lds loveanddeepspace cosplay cos fyp fypviral,NEGATIVE,0.965958297252655
xia yi zhou happy birthday caleb caleb loveanddeepspace,xia yi zhou happy birthday caleb caleb loveanddeepspace,POSITIVE,0.9918733239173889
let call daddyloveanddeepspace sylus loveanddeepspaceedit sylusedit fyp xavier,let call daddyloveanddeepspace sylus loveanddeepspaceedit sylusedit fyp xavier,NEGATIVE,0.9839805364608765
lonely lonely colonel tiktok trend day cheered anyways lowkey first time tweening yall think caleb xiayizhouloveanddeepspace loveanddeepspace loveandeepspacecaleb calebloveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters,lonely lonely colonel tiktok trend day cheered anyways lowkey first time tweening yall think caleb xiayizhouloveanddeepspace loveanddeepspace loveandeepspacecaleb calebloveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters,POSITIVE,0.6219529509544373
first year daa cadet caleb returning home break find mc wearing jacket xiayizhou mahiru calebloveanddeepspace loveanddeepspacecaleb loveanddeepspace loveanddeepspacefanart,first year daa cadet caleb returning home break find mc wearing jacket xiayizhou mahiru calebloveanddeepspace loveanddeepspacecaleb loveanddeepspace loveanddeepspacefanart,POSITIVE,0.7541477084159851
turn caleb calebedit loveanddeepspace calebloveanddeepspace lads ladsedit fyp fypage,turn caleb calebedit loveanddeepspace calebloveanddeepspace lads ladsedit fyp fypage,NEGATIVE,0.9126759171485901
caleb last flight thinking back past letters addressed finally hold weight loveanddeepspace calebloveanddeepspace loveanddeepspacecaleb loveanddeepspacefanart xiayizhou fypage,caleb last flight thinking back past letters addressed finally hold weight loveanddeepspace calebloveanddeepspace loveanddeepspacecaleb loveanddeepspacefanart xiayizhou fypage,NEGATIVE,0.9106206893920898
mc hold till may challenge ladslyrics loveanddeepspacecharacters loveanddeepspace juneleb loveanddeepspacemc,mc hold till may challenge ladslyrics loveanddeepspacecharacters loveanddeepspace juneleb loveanddeepspacemc,POSITIVE,0.8866149187088013
bro losing rage baits online xiayizhou mahiru caleb loveanddeepspace loveanddeepspacefanart incelbf,bro losing rage baits online xiayizhou mahiru caleb loveanddeepspace loveanddeepspacefanart incelbf,NEGATIVE,0.9395579099655151
best part able draw make nonsense want like caleb fremen warrior loveanddeepspace calebloveanddeepspace loveanddeepspacecaleb loveanddeepspacefanart xiayizhou dune paulatreides lisanalgaib fremen,best part able draw make nonsense want like caleb fremen warrior loveanddeepspace calebloveanddeepspace loveanddeepspacecaleb loveanddeepspacefanart xiayizhou dune paulatreides lisanalgaib fremen,POSITIVE,0.9355056285858154
loveanddeepspace caleb calebedit loveanddeepspaceedit fyp,loveanddeepspace caleb calebedit loveanddeepspaceedit fyp,POSITIVE,0.7909563779830933
cr caleb cosplay caleb loveanddeepspace loveanddeepspaceedit fyp,cr caleb cosplay caleb loveanddeepspace loveanddeepspaceedit fyp,NEGATIVE,0.503710925579071
caleb deceptive solitude card sweet double posting today scps jeannseditz loveanddeepspace calebloveanddeepspace loveanddeepspaceedit lads ladsedit fyp fypage xiayizhou calebedit,caleb deceptive solitude card sweet double posting today scps jeannseditz loveanddeepspace calebloveanddeepspace loveanddeepspaceedit lads ladsedit fyp fypage xiayizhou calebedit,POSITIVE,0.7985525131225586
caleb voicelines pocket caleb girlies ok loveanddeepspace loveanddeepspaceedit loveanddeepspacecaleb calebloveanddeepspace calebloveanddeepspaceedit edit edits lads ladsedit ladscaleb fyp fypage xiayizhou,caleb voicelines pocket caleb girlies ok loveanddeepspace loveanddeepspaceedit loveanddeepspacecaleb calebloveanddeepspace calebloveanddeepspaceedit edit edits lads ladsedit ladscaleb fyp fypage xiayizhou,NEGATIVE,0.9211358428001404
caleb teenage dream tonight another caleb edit im insane like jk meant wasnt able finish yesterday calebedit fyp loveanddeepspacecaleb calebmc loveanddeepspace,caleb teenage dream tonight another caleb edit im insane like jk meant wasnt able finish yesterday calebedit fyp loveanddeepspacecaleb calebmc loveanddeepspace,NEGATIVE,0.9953578114509583
caleb man squeakin pip loveanddeepspace loveanddeepspaceedit loveanddeepspacecaleb calebloveanddeepspace calebloveanddeepspaceedit edit edits lads ladsedit ladscaleb fyp fyp fypage xiayizhou,caleb man squeakin pip loveanddeepspace loveanddeepspaceedit loveanddeepspacecaleb calebloveanddeepspace calebloveanddeepspaceedit edit edits lads ladsedit ladscaleb fyp fyp fypage xiayizhou,NEGATIVE,0.9281675219535828
loveanddeepspace caleb loveanddeepspaceedit calebedit fyp,loveanddeepspace caleb loveanddeepspaceedit calebedit fyp,POSITIVE,0.6982997059822083
human animation ac butterfly gang yt caleb calebloveanddeepspace loveanddeepspace loveanddeepspaceedit,human animation ac butterfly gang yt caleb calebloveanddeepspace loveanddeepspace loveanddeepspaceedit,POSITIVE,0.9766383767127991
caleb dancing prestonles cosplay loveanddeepspace loveanddeepspacecosplay caleb sylus,caleb dancing prestonles cosplay loveanddeepspace loveanddeepspacecosplay caleb sylus,POSITIVE,0.9543273448944092
ive done little preparationhappy birthday apple boy caleb loveanddeepspace lads,ive done little preparationhappy birthday apple boy caleb loveanddeepspace lads,NEGATIVE,0.9886282086372375
like caleb xiayizhou loveanddeepspaceloveanddeepspacesplayer handsome lads loveanddeepspacecharacters 3dgame otomegame mika happybirthday,like caleb xiayizhou loveanddeepspaceloveanddeepspacesplayer handsome lads loveanddeepspacecharacters 3dgame otomegame mika happybirthday,NEGATIVE,0.7374739646911621
613lad caleb calebbirthday loveanddeepspace,613lad caleb calebbirthday loveanddeepspace,NEGATIVE,0.9424989223480225
caleb xiayizhou loveanddeepspaceloveanddeepspacesplayer handsome lads loveanddeepspacecharacters 3dgame otomegame mika happybirthday,caleb xiayizhou loveanddeepspaceloveanddeepspacesplayer handsome lads loveanddeepspacecharacters 3dgame otomegame mika happybirthday,NEGATIVE,0.73675537109375
happy birthday gege crxhsoi caleb loveanddeepspace calebloveanddeepspace,happy birthday gege crxhsoi caleb loveanddeepspace calebloveanddeepspace,POSITIVE,0.9719431400299072
happy birthday loveanddeepspace,happy birthday loveanddeepspace,POSITIVE,0.9995300769805908
early birthday edit fav loveanddeepspace loveanddeepspacecaleb caleb mahiru xiayizhou xiayizhouloveanddeepspace loveanddeepspaceedit calebedit foryoupage foryou fypage fyp,early birthday edit fav loveanddeepspace loveanddeepspacecaleb caleb mahiru xiayizhou xiayizhouloveanddeepspace loveanddeepspaceedit calebedit foryoupage foryou fypage fyp,POSITIVE,0.7409813404083252
happy birthday dear apple eye edited lya caleb loveanddeepspace lads lnd fyp fyp otomegame xybca xiayizhou mahiru loveanddeepspaceedit grupwa,happy birthday dear apple eye edited lya caleb loveanddeepspace lads lnd fyp fyp otomegame xybca xiayizhou mahiru loveanddeepspaceedit grupwa,POSITIVE,0.7894716858863831
caleb vng ca ca ca chng ta qu trai lun cre pics xhs caleb xiayizhou mahiru hawooju xiaohongshu xhs rednote reup fyp xh trending viral capcut,caleb vng ca ca ca chng ta qu trai lun cre pics xhs caleb xiayizhou mahiru hawooju xiaohongshu xhs rednote reup fyp xh trending viral capcut,NEGATIVE,0.9946019649505615
caleb loveanddeepspace japan,caleb loveanddeepspace japan,NEGATIVE,0.5844879150390625
forgot upload ladslyrics calebloveanddeepspace loveanddeepspacecaleb ladscaleb calebgege,forgot upload ladslyrics calebloveanddeepspace loveanddeepspacecaleb ladscaleb calebgege,NEGATIVE,0.9907512664794922
ooc,ooc,POSITIVE,0.983847439289093
caleb theme song love deepspace ladsedit caleb calebloveanddeepspace calebloveanddeepspaceedit loveanddeepspacecaleb lads rafayelloveanddeepspace rafayel rafayeledit otome otomegame otomegames fyi amv sylus sylusedit xavier zayne xavieredit sylusloveanddeepspaceedit xavierloveanddeepspace zayneloveanddeepspace loveanddeepspace loveanddeepspacecharacters loveanddeepspacegame loveanddeepspaceedit loveanddeepspacemc ladsedit loveanddeepspacexavier,caleb theme song love deepspace ladsedit caleb calebloveanddeepspace calebloveanddeepspaceedit loveanddeepspacecaleb lads rafayelloveanddeepspace rafayel rafayeledit otome otomegame otomegames fyi amv sylus sylusedit xavier zayne xavieredit sylusloveanddeepspaceedit xavierloveanddeepspace zayneloveanddeepspace loveanddeepspace loveanddeepspacecharacters loveanddeepspacegame loveanddeepspaceedit loveanddeepspacemc ladsedit loveanddeepspacexavier,NEGATIVE,0.9199706315994263
caleb caleb ccaleblloveanddeepspaceccosplayccalebcosplay,caleb caleb ccaleblloveanddeepspaceccosplayccalebcosplay,NEGATIVE,0.9701359868049622
lads boys singing birthday song caleb happy birthday caleb loveanddeepspace lads caleb calebbirthday happybirthday zayne xavier sylus rafayel gege,lads boys singing birthday song caleb happy birthday caleb loveanddeepspace lads caleb calebbirthday happybirthday zayne xavier sylus rafayel gege,POSITIVE,0.9597952961921692
loveanddeepspace cn loveanddeepspaceedit fyp loveanddeepspacecaleb caleb,loveanddeepspace cn loveanddeepspaceedit fyp loveanddeepspacecaleb caleb,NEGATIVE,0.8578453660011292
projects caleb bday started cr xhs caleb xiayizhou loveanddeepspace loveanddeepspacecharacters loveanddeepspaceedit loveanddeepspacegame loveanddeepspacecaleb lnd lads otome otomegame,projects caleb bday started cr xhs caleb xiayizhou loveanddeepspace loveanddeepspacecharacters loveanddeepspaceedit loveanddeepspacegame loveanddeepspacecaleb lnd lads otome otomegame,POSITIVE,0.5093796849250793
caleb catch juneleb full audio patreon love deepspace juneleb calebnation ladsedit caleb calebloveanddeepspace calebloveanddeepspaceedit loveanddeepspacecaleb lads rafayelloveanddeepspace rafayel rafayeledit otome otomegame otomegames fyi amv sylus sylusedit xavier zayne xavieredit sylusloveanddeepspaceedit xavierloveanddeepspace zayneloveanddeepspace loveanddeepspace loveanddeepspacecharacters qinche sylus loveanddeepspacegame loveanddeepspaceedit loveanddeepspacemc ladsedit zayne loveanddeepspacexavier loveanddeepspacezayne fyi fypfyip fypage xavier juneleb caleb calebnation junleb caleb fyip fyip calebnoreturnnight caleb loveanddeepspace lux sylusslvt sylus sylus minidragun snowcrow bunni juneleb calebs pipsqueak want kitten squishyfishie sylusfruitss gretastargirlxx jc mrs syluscaleb 1tanisia7 imryui pipsqueak,caleb catch juneleb full audio patreon love deepspace juneleb calebnation ladsedit caleb calebloveanddeepspace calebloveanddeepspaceedit loveanddeepspacecaleb lads rafayelloveanddeepspace rafayel rafayeledit otome otomegame otomegames fyi amv sylus sylusedit xavier zayne xavieredit sylusloveanddeepspaceedit xavierloveanddeepspace zayneloveanddeepspace loveanddeepspace loveanddeepspacecharacters qinche sylus loveanddeepspacegame loveanddeepspaceedit loveanddeepspacemc ladsedit zayne loveanddeepspacexavier loveanddeepspacezayne fyi fypfyip fypage xavier juneleb caleb calebnation junleb caleb fyip fyip calebnoreturnnight caleb loveanddeepspace lux sylusslvt sylus sylus minidragun snowcrow bunni juneleb calebs pipsqueak want kitten squishyfishie sylusfruitss gretastargirlxx jc mrs syluscaleb 1tanisia7 imryui pipsqueak,NEGATIVE,0.916109561920166
loveanddeepspace lad cable calebbirthday,loveanddeepspace lad cable calebbirthday,POSITIVE,0.7608920931816101
song fits caleb loveanddeepspace calebedit loveanddeepspacecaleb ladedit lad loveanddeepspaceedit,song fits caleb loveanddeepspace calebedit loveanddeepspacecaleb ladedit lad loveanddeepspaceedit,POSITIVE,0.8019047975540161
happy birthday apple oppa caleb loveanddeepspace calebloveanddeepspace loveanddeepspacecaleb xiayizhou mahiru otome calebbirthday cavendishandharvey,happy birthday apple oppa caleb loveanddeepspace calebloveanddeepspace loveanddeepspacecaleb xiayizhou mahiru otome calebbirthday cavendishandharvey,POSITIVE,0.7807333469390869
xtwoeeee,xtwoeeee,POSITIVE,0.5127679705619812
anime expo cp31 loveanddeepspacecaleb loveanddeepspace fyp loveanddeepspaceedit caleb,anime expo cp31 loveanddeepspacecaleb loveanddeepspace fyp loveanddeepspaceedit caleb,NEGATIVE,0.8813477754592896
caleb loveanddeepspace loveanddeepspaceedit fyp calebedit,caleb loveanddeepspace loveanddeepspaceedit fyp calebedit,POSITIVE,0.5744668841362
caleb message bottle art blue0period gutherlee ispubet twt loveanddeepspace loveanddeepspaceedit ladsedit lnds lads calebedit edit alightmotion fyp foryou foryoupage taylorswift xiayizhou,caleb message bottle art blue0period gutherlee ispubet twt loveanddeepspace loveanddeepspaceedit ladsedit lnds lads calebedit edit alightmotion fyp foryou foryoupage taylorswift xiayizhou,NEGATIVE,0.8989702463150024
pilot caleb loveanddeepspace caleb loveanddeepspaceedit fyp calebedit fyp,pilot caleb loveanddeepspace caleb loveanddeepspaceedit fyp calebedit fyp,NEGATIVE,0.9738637208938599
things never change caleb loveanddeepspace,things never change caleb loveanddeepspace,NEGATIVE,0.9173624515533447
ill always love dear know simple edit loveanddeepspace lads loveanddeepspaceedit caleb xiayizhouloveanddeepspace calebloveanddeepspace calebloveanddeepspaceedit calebloveanddeepspacefyp rhumi evynn outmaneuver zylo woah pear zayne nunya yoitsari,ill always love dear know simple edit loveanddeepspace lads loveanddeepspaceedit caleb xiayizhouloveanddeepspace calebloveanddeepspace calebloveanddeepspaceedit calebloveanddeepspacefyp rhumi evynn outmaneuver zylo woah pear zayne nunya yoitsari,NEGATIVE,0.8273831009864807
bang udah bang caleb calebloveanddeepspace lnd otome loveanddeepspace lads fyp loveanddeepspaceedit calebedit loveanddeepspacecharacters mahiru xiayizhou yizhou,bang udah bang caleb calebloveanddeepspace lnd otome loveanddeepspace lads fyp loveanddeepspaceedit calebedit loveanddeepspacecharacters mahiru xiayizhou yizhou,NEGATIVE,0.8989948630332947
calebs birthday event bukit bintang malaysia caleb loveanddeepspace caleb bukitbintang malaysia,calebs birthday event bukit bintang malaysia caleb loveanddeepspace caleb bukitbintang malaysia,POSITIVE,0.9852011799812317
caleb stay calebloveanddeepspace loveanddeepspace promiseofflowers lads loveanddeepspacecaleb calebedit lnd loveanddeepspaceedit foryoupage fyp otome otomegame fypageforyourpages,caleb stay calebloveanddeepspace loveanddeepspace promiseofflowers lads loveanddeepspacecaleb calebedit lnd loveanddeepspaceedit foryoupage fyp otome otomegame fypageforyourpages,NEGATIVE,0.9128857254981995
loveanddeepspace lad cable calebbirthday,loveanddeepspace lad cable calebbirthday,POSITIVE,0.7608920931816101
beloved loveanddeepspace loveanddeepspacecaleb loveanddeepspaceedit caleb mahiru calebedit xiayizhou xiayizhouloveanddeepspace foryoupage foryou fyp,beloved loveanddeepspace loveanddeepspacecaleb loveanddeepspaceedit caleb mahiru calebedit xiayizhou xiayizhouloveanddeepspace foryoupage foryou fyp,POSITIVE,0.9783048629760742
loveanddeepspace caleb handsome handsomeboy fyp,loveanddeepspace caleb handsome handsomeboy fyp,POSITIVE,0.9951175451278687
memorycard makes wanna physically throw calebloveanddeepspace ladslyrics loveanddeepspaceedit loveanddeepspacegame ladsedit,memorycard makes wanna physically throw calebloveanddeepspace ladslyrics loveanddeepspaceedit loveanddeepspacegame ladsedit,NEGATIVE,0.9319967031478882
capcut loveanddeepspace,capcut loveanddeepspace,NEGATIVE,0.971255898475647
caleb loveanddeepspace caleb handsomeboy fyp,caleb loveanddeepspace caleb handsomeboy fyp,NEGATIVE,0.6739291548728943
technologic caleb calebloveanddeepspace loveanddeepspace calebultimateweapon loveanddeepspaceedit tysm scene dt caleb lovers rosie pmly nectarmute theextracharacter,technologic caleb calebloveanddeepspace loveanddeepspace calebultimateweapon loveanddeepspaceedit tysm scene dt caleb lovers rosie pmly nectarmute theextracharacter,NEGATIVE,0.9074689149856567
may get soft pity caleb xiayizhou loveanddeepspace loveanddeepspacecharacters loveanddeepspaceedit loveanddeepspacegame loveanddeepspacecaleb lnd lads otome otomegame,may get soft pity caleb xiayizhou loveanddeepspace loveanddeepspacecharacters loveanddeepspaceedit loveanddeepspacegame loveanddeepspacecaleb lnd lads otome otomegame,NEGATIVE,0.9499945640563965
theres still time celebrate right happy birthday favorite apple boy loveanddeepspace calebnoreturnnight caleb foryoupage fyp howdoyouhashtag animatic calebbirthday lads,theres still time celebrate right happy birthday favorite apple boy loveanddeepspace calebnoreturnnight caleb foryoupage fyp howdoyouhashtag animatic calebbirthday lads,POSITIVE,0.7352096438407898
cute loveanddeepspace caleb fyp,cute loveanddeepspace caleb fyp,POSITIVE,0.9989965558052063
caleb hell tell werent friends doesnt make much sense loveanddeepspace loveanddeepspaceedit loveanddeepspacecaleb caleb calebedit lads ladsedit edit edits fyp fyp xiayizhou,caleb hell tell werent friends doesnt make much sense loveanddeepspace loveanddeepspaceedit loveanddeepspacecaleb caleb calebedit lads ladsedit edit edits fyp fyp xiayizhou,NEGATIVE,0.989391565322876
trouble friend sorry lads loveanddeepspace tiktokviral fypviral kkilw caleb calebloveanddeepspace mymc,trouble friend sorry lads loveanddeepspace tiktokviral fypviral kkilw caleb calebloveanddeepspace mymc,NEGATIVE,0.9856479167938232
mamah aku takut caleb calebloveanddeepspace lnd otome loveanddeepspace lads fyp loveanddeepspaceedit calebedit loveanddeepspacecharacters,mamah aku takut caleb calebloveanddeepspace lnd otome loveanddeepspace lads fyp loveanddeepspaceedit calebedit loveanddeepspacecharacters,NEGATIVE,0.9543904066085815
im sorry youre loveanddeepspace genshin loveanddeepspacecaleb fyp caleb cosplay anime douyin funny,im sorry youre loveanddeepspace genshin loveanddeepspacecaleb fyp caleb cosplay anime douyin funny,POSITIVE,0.8539161682128906
expression xiayizhou xiayizhouloveanddeepspace calebloveanddeepspace caleb loveanddeepspace fyp xybca,expression xiayizhou xiayizhouloveanddeepspace calebloveanddeepspace caleb loveanddeepspace fyp xybca,NEGATIVE,0.974532961845398
cos cos cos cosplay caleb calebcos loveanddeepspace,cos cos cos cosplay caleb calebcos loveanddeepspace,NEGATIVE,0.9404962658882141
zayne mc caleb join trend zayne caleb loveanddeepspace loveanddeepspacefanart fyp fypage,zayne mc caleb join trend zayne caleb loveanddeepspace loveanddeepspacefanart fyp fypage,POSITIVE,0.7351813316345215
pelan pelan kolonel caleb calebloveanddeepspace lnd otome loveanddeepspace lads fyp loveanddeepspaceedit calebedit loveanddeepspacecharacters colonel calebyizhou yizhou fleet farspace skyheaven,pelan pelan kolonel caleb calebloveanddeepspace lnd otome loveanddeepspace lads fyp loveanddeepspaceedit calebedit loveanddeepspacecharacters colonel calebyizhou yizhou fleet farspace skyheaven,NEGATIVE,0.8224977850914001
