original_text,text,character,sentiment,confidence
rafayels new myth new reasons loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters rafayelloveanddeepspace rafayellemurianseagod rafayeledit viral mermaid fantasy aesthetic ethereal otomegame goldenbrown edit,rafayels new myth new reasons loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters rafayelloveanddeepspace rafayellemurianseagod rafayeledit viral mermaid fantasy aesthetic ethereal otomegame goldenbrown edit,Rafayel,POSITIVE,0.9316317439079285
ignore much hate loveanddeepspace rafayel rafayelloveanddeepspace rafayeledit rafayelloveanddeepspaceedit fyp fyp foryoupage otome viral omgpage trending viralvideo lads,ignore much hate loveanddeepspace rafayel rafayelloveanddeepspace rafayeledit rafayelloveanddeepspaceedit fyp fyp foryoupage otome viral omgpage trending viralvideo lads,Rafayel,NEGATIVE,0.9958747029304504
let slowly zayne rafayel loveanddeepspace xavier cool sylus kkilw caleb rafyellemurianseagod,let slowly zayne rafayel loveanddeepspace xavier cool sylus kkilw caleb rafyellemurianseagod,Rafayel,NEGATIVE,0.9613549113273621
flirted sylus xaviers body said maybe rafayel screamed zayne choked caleb doesnt believe reality anymore zayne rafayel loveanddeepspace xavier cool sylus kkilw caleb,flirted sylus xaviers body said maybe rafayel screamed zayne choked caleb doesnt believe reality anymore zayne rafayel loveanddeepspace xavier cool sylus kkilw caleb,Rafayel,NEGATIVE,0.9942052960395813
rafayel girlies rafayel loveanddeepspace meme memes rafayeledit,rafayel girlies rafayel loveanddeepspace meme memes rafayeledit,Rafayel,POSITIVE,0.9679090976715088
sylus body took measurements science everyone folder title theme song zayne rafayel loveanddeepspace xavier cool sylus kkilw caleb,sylus body took measurements science everyone folder title theme song zayne rafayel loveanddeepspace xavier cool sylus kkilw caleb,Rafayel,NEGATIVE,0.5379277467727661
song reminds sm rafayel loveanddeepspace rafayelloveanddeepspace loveanddeepspacerafayel otome,song reminds sm rafayel loveanddeepspace rafayelloveanddeepspace loveanddeepspacerafayel otome,Rafayel,POSITIVE,0.9902710914611816
rafayel god tides raf makes sea god awaken iykwim ib crownndria scp sylnax jeannseditz rafayeledit loveanddeepspace loveanddeepspaceedit rafayelloveanddeepspace lnd lads,rafayel god tides raf makes sea god awaken iykwim ib crownndria scp sylnax jeannseditz rafayeledit loveanddeepspace loveanddeepspaceedit rafayelloveanddeepspace lnd lads,Rafayel,POSITIVE,0.9327632784843445
rafayel girlies thereloveanddeepspace loveanddeepspacerafayel rafayel,rafayel girlies thereloveanddeepspace loveanddeepspacerafayel rafayel,Rafayel,NEGATIVE,0.6005652546882629
finally giving baby love rafayelrafayelloveanddeepspaceloveanddeepspaceloveanddeepspacecharactersloveanddeepspacerafayeleditotomeotomegamefypforyoupage,finally giving baby love rafayelrafayelloveanddeepspaceloveanddeepspaceloveanddeepspacecharactersloveanddeepspacerafayeleditotomeotomegamefypforyoupage,Rafayel,POSITIVE,0.9989493489265442
pls come home main story raf kids miss loveanddeepspace loveanddeepspaceedit rafayel rafayeledit rafayelloveanddeepspace otomegame fyp fyp,pls come home main story raf kids miss loveanddeepspace loveanddeepspaceedit rafayel rafayeledit rafayelloveanddeepspace otomegame fyp fyp,Rafayel,NEGATIVE,0.8668778538703918
glub glub glub served seagod thamesmalerose rafayel rafayelloveanddeepspace loveanddeepspace loveanddeepspacecharacters otomegame game cosplay cosplayer caf2024,glub glub glub served seagod thamesmalerose rafayel rafayelloveanddeepspace loveanddeepspace loveanddeepspacecharacters otomegame game cosplay cosplayer caf2024,Rafayel,NEGATIVE,0.9236481785774231
rafayel wisteria waltz loveanddeepspace fyp rafayel rafayelloveanddeepspace rafayeledit foryoupage fyp otomegame,rafayel wisteria waltz loveanddeepspace fyp rafayel rafayelloveanddeepspace rafayeledit foryoupage fyp otomegame,Rafayel,NEGATIVE,0.9699753522872925
im unwell rafayel rafayelloveanddeepspace otome rafayeledit loveanddeepspaceedit fyp,im unwell rafayel rafayelloveanddeepspace otome rafayeledit loveanddeepspaceedit fyp,Rafayel,NEGATIVE,0.9932785630226135
rafayel deep voice loveanddeepspace loveanddeepspaceedit rafayel rafayelloveanddeepspace otomegame otomegameedit tomorrowscatch22,rafayel deep voice loveanddeepspace loveanddeepspaceedit rafayel rafayelloveanddeepspace otomegame otomegameedit tomorrowscatch22,Rafayel,POSITIVE,0.9506507515907288
im entirely sure actual marriage peoples speculations idgaf holyshjittt look putting veil im crying bad loveanddeepspace rafayel rafayelloveanddeepspace loveanddeepspacerafayel otome,im entirely sure actual marriage peoples speculations idgaf holyshjittt look putting veil im crying bad loveanddeepspace rafayel rafayelloveanddeepspace loveanddeepspacerafayel otome,Rafayel,NEGATIVE,0.9850574135780334
hes adorable loveanddeepspacerafayel loveanddeepspace rafayelloveanddeepspace rafayel,hes adorable loveanddeepspacerafayel loveanddeepspace rafayelloveanddeepspace rafayel,Rafayel,POSITIVE,0.9976174235343933
someone need check pulse rafayel rafayelloveanddeepspace loveanddeepspace fyp,someone need check pulse rafayel rafayelloveanddeepspace loveanddeepspace fyp,Rafayel,NEGATIVE,0.9341957569122314
birthday rafayel noms fullartcomic inbio rafayelloveanddeepspace loveanddeepspacerafayel loveanddeepspacecharacters loveanddeepspace loveanddeepspaceedit,birthday rafayel noms fullartcomic inbio rafayelloveanddeepspace loveanddeepspacerafayel loveanddeepspacecharacters loveanddeepspace loveanddeepspaceedit,Rafayel,POSITIVE,0.5854002237319946
viral loveanddeepspacecharacters rafayel rafayelloveanddeepspace hot mines sexy mood moody fyp foryoupage,viral loveanddeepspacecharacters rafayel rafayelloveanddeepspace hot mines sexy mood moody fyp foryoupage,Rafayel,POSITIVE,0.99383944272995
happy birthday rafayel love deepspace boundlessseas loveanddeepspace rafayel rafayelloveandeepspace fyp otome edit loveanddeepspaceedit,happy birthday rafayel love deepspace boundlessseas loveanddeepspace rafayel rafayelloveandeepspace fyp otome edit loveanddeepspaceedit,Rafayel,POSITIVE,0.9649873375892639
keep ur hair done nails done like raffie else got em obsessed like raffie think really like raffie bbg turn radio baby turn ib jay4zz rafayel edit fyp rafayeledit rafayelloveanddeepspaceedit rafayellads rafayelloveanddeepspace loveanddeepspace loveanddeepspaceedit,keep ur hair done nails done like raffie else got em obsessed like raffie think really like raffie bbg turn radio baby turn ib jay4zz rafayel edit fyp rafayeledit rafayelloveanddeepspaceedit rafayellads rafayelloveanddeepspace loveanddeepspace loveanddeepspaceedit,Rafayel,NEGATIVE,0.9766095280647278
hes sooo fine cos yi shuai rafayel rafayelloveanddeepspace godoftides cosplay loveanddeepspace cp31 rafayel cos loveanddeepspacecharacters lads lnd qiyu fyp,hes sooo fine cos yi shuai rafayel rafayelloveanddeepspace godoftides cosplay loveanddeepspace cp31 rafayel cos loveanddeepspacecharacters lads lnd qiyu fyp,Rafayel,NEGATIVE,0.891426146030426
boyfriend rafayel version inspired morgan rafayel loveanddeepspace loveanddeepspacerafayel fyp,boyfriend rafayel version inspired morgan rafayel loveanddeepspace loveanddeepspacerafayel fyp,Rafayel,POSITIVE,0.9313152432441711
found rafayel reinwang rafayelloveanddeepspace rafayel rafayelcosplay lovedeepandspace lovedeepandspacecosplay viral fyp trending foryou cosplay cosplayer,found rafayel reinwang rafayelloveanddeepspace rafayel rafayelcosplay lovedeepandspace lovedeepandspacecosplay viral fyp trending foryou cosplay cosplayer,Rafayel,NEGATIVE,0.9780126214027405
dedicated boyyy thereee aaaa pookie fishie ilysm thank scp moe chan ac rafayel edit fyp rafayeledit rafayelloveanddeepspaceedit rafayellads rafayelloveanddeepspace loveanddeepspace loveanddeepspaceedit fypage loveanddeepspacecharacters,dedicated boyyy thereee aaaa pookie fishie ilysm thank scp moe chan ac rafayel edit fyp rafayeledit rafayelloveanddeepspaceedit rafayellads rafayelloveanddeepspace loveanddeepspace loveanddeepspaceedit fypage loveanddeepspacecharacters,Rafayel,POSITIVE,0.9159342050552368
people hate dislike dont get vibe love dramatic little fish man rafayel loveanddeepspace otomegame rafayelloveanddeepspace rafayeledit loveanddeepspaceedit,people hate dislike dont get vibe love dramatic little fish man rafayel loveanddeepspace otomegame rafayelloveanddeepspace rafayeledit loveanddeepspaceedit,Rafayel,NEGATIVE,0.9782623052597046
im absolutely okay trailerhim long hair drives crazy rafayel rafayeledit loveanddeepspace loveanddeepspaceedit rafayelloveanddeepspace loveanddeepspacerafayel otomegame fyp,im absolutely okay trailerhim long hair drives crazy rafayel rafayeledit loveanddeepspace loveanddeepspaceedit rafayelloveanddeepspace loveanddeepspacerafayel otomegame fyp,Rafayel,POSITIVE,0.8211979866027832
cr owner rafayel rafayelloveanddeepspace luoyunxi,cr owner rafayel rafayelloveanddeepspace luoyunxi,Rafayel,NEGATIVE,0.955467164516449
character development wanted loveanddeepspace rafayel rafayelloveandeepspace fyp,character development wanted loveanddeepspace rafayel rafayelloveandeepspace fyp,Rafayel,NEGATIVE,0.9653015732765198
type type 0pinkcottoncandy0 rafayel sylus loveanddeepspacecharacters loveanddeepspacegame loveanddeepspace lnd lads,type type 0pinkcottoncandy0 rafayel sylus loveanddeepspacecharacters loveanddeepspacegame loveanddeepspace lnd lads,Rafayel,NEGATIVE,0.9623012542724609
rafayel loveanddeepspace loveanddeepspacecharacters loveanddeepspacerafayel rafayelloveanddeepspace rafayel otomegame otome fyp edit lad mc loveanddeepspaceedit,rafayel loveanddeepspace loveanddeepspacecharacters loveanddeepspacerafayel rafayelloveanddeepspace rafayel otomegame otome fyp edit lad mc loveanddeepspaceedit,Rafayel,NEGATIVE,0.8113879561424255
im weak rafayel lndsea loveanddeepspace,im weak rafayel lndsea loveanddeepspace,Rafayel,NEGATIVE,0.994909942150116
late trend make rafayel rafayeledit rafayelloveanddeepspace loveanddeepspace loveanddeepspaceedit lads edit otomegame intoyou trending fyp foryou foryoupage,late trend make rafayel rafayeledit rafayelloveanddeepspace loveanddeepspace loveanddeepspaceedit lads edit otomegame intoyou trending fyp foryou foryoupage,Rafayel,NEGATIVE,0.9219897985458374
rafayel didnt body moved swear mainly rikku comms open rafayel loveanddeepspace rafayelloveanddeepspace rafayellemurianseagod rafayeledit rafayelloveanddeepspaceedit otomegame lads fyp forupage lads shallow christa bingus no1 hater rei tiffany nqchxya fatisaloni noma hope love deepspace,rafayel didnt body moved swear mainly rikku comms open rafayel loveanddeepspace rafayelloveanddeepspace rafayellemurianseagod rafayeledit rafayelloveanddeepspaceedit otomegame lads fyp forupage lads shallow christa bingus no1 hater rei tiffany nqchxya fatisaloni noma hope love deepspace,Rafayel,NEGATIVE,0.9882345199584961
god sea rafayel hard rafayel loveanddeepspace rafayellemurianseagod,god sea rafayel hard rafayel loveanddeepspace rafayellemurianseagod,Rafayel,NEGATIVE,0.9644734263420105
dont want needd loveanddeepspaceedit loveanddeepspace rafayelloveanddeepspace rafayeledit rafayel fyp,dont want needd loveanddeepspaceedit loveanddeepspace rafayelloveanddeepspace rafayeledit rafayel fyp,Rafayel,NEGATIVE,0.9630758166313171
shes hella strong loveanddeepspace xbcyza foryou heart4rafayel fyp rafayel mc,shes hella strong loveanddeepspace xbcyza foryou heart4rafayel fyp rafayel mc,Rafayel,POSITIVE,0.9879307746887207
donghuasimp hes pretty good swear loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters rafayel rafayelloveanddeepspace otomegame otomegames otome visualnovel donghua gameedit edit animation goforthehandful fyp viral,donghuasimp hes pretty good swear loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters rafayel rafayelloveanddeepspace otomegame otomegames otome visualnovel donghua gameedit edit animation goforthehandful fyp viral,Rafayel,NEGATIVE,0.781005322933197
heart love deepspace rafayel qiyu rafayelloveanddeepspace loveanddeepspacerafayel rafayelnewmyth loveanddeepspace loveanddeepspacefanart fanart art artist artistoftiktok drawing painting crying perl mermaid merman fyp foryou fyppppppppppppppppppppppp,heart love deepspace rafayel qiyu rafayelloveanddeepspace loveanddeepspacerafayel rafayelnewmyth loveanddeepspace loveanddeepspacefanart fanart art artist artistoftiktok drawing painting crying perl mermaid merman fyp foryou fyppppppppppppppppppppppp,Rafayel,POSITIVE,0.9713961482048035
wait worth rafayel top otomegame otome datinggame loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters anime rafayel loveanddeepspacerafayel,wait worth rafayel top otomegame otome datinggame loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters anime rafayel loveanddeepspacerafayel,Rafayel,NEGATIVE,0.9688382148742676
rafayel thisll probably last happy edit blame infold loveanddeepspacerafayellovedeepspaceladsrafayelloveanddeepspacefypfypsoundsforyoupageediteditorloveanddeepspaceeditrafayeleditladseditfypppforuyoufypsoundsforyoupageediteditorloveanddeepspaceeditxyzbcaomgpagetrendingforyouvirallovemenotravynlenae,rafayel thisll probably last happy edit blame infold loveanddeepspacerafayellovedeepspaceladsrafayelloveanddeepspacefypfypsoundsforyoupageediteditorloveanddeepspaceeditrafayeleditladseditfypppforuyoufypsoundsforyoupageediteditorloveanddeepspaceeditxyzbcaomgpagetrendingforyouvirallovemenotravynlenae,Rafayel,NEGATIVE,0.9757192730903625
rafayel rafayelloveanddeepspace loveanddeepspacerafayel lads loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters edit capcut fyp fypage foryoupage tiktok xyzbca makethisviral bring song back pls,rafayel rafayelloveanddeepspace loveanddeepspacerafayel lads loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters edit capcut fyp fypage foryoupage tiktok xyzbca makethisviral bring song back pls,Rafayel,NEGATIVE,0.7300615310668945
hes coming back smell loveanddeepspace loveanddeepspaceedit rafayel rafayeledit rafayelloveanddeepspace rafayelloveanddeepspaceedit otomegame fyp fyp,hes coming back smell loveanddeepspace loveanddeepspaceedit rafayel rafayeledit rafayelloveanddeepspace rafayelloveanddeepspaceedit otomegame fyp fyp,Rafayel,POSITIVE,0.9271878600120544
rafayel dislike start coughing three days tire rafayel mischaracterization testing new cc hopefully doesnt look tew bad amrynna helping figure make eyes glow lmfao rafayeledit loveanddeepspace lads gemaffection omnipotentperception abysswalker ladsedit otome anime song like chase icon,rafayel dislike start coughing three days tire rafayel mischaracterization testing new cc hopefully doesnt look tew bad amrynna helping figure make eyes glow lmfao rafayeledit loveanddeepspace lads gemaffection omnipotentperception abysswalker ladsedit otome anime song like chase icon,Rafayel,NEGATIVE,0.9646458029747009
died looks unreal rafayel rafayelloveanddeepspaceedit rafayelloveanddeepspace loveanddeepspace fyp otomegame,died looks unreal rafayel rafayelloveanddeepspaceedit rafayelloveanddeepspace loveanddeepspace fyp otomegame,Rafayel,NEGATIVE,0.9926959276199341
ik hes good ki scps jeannseditz rafayel rafayeledit loveanddeepspace rafayelloveanddeepspace lads ladsedit fyp fypage,ik hes good ki scps jeannseditz rafayel rafayeledit loveanddeepspace rafayelloveanddeepspace lads ladsedit fyp fypage,Rafayel,POSITIVE,0.9795500636100769
illusio clips saved abysswalker rafayel love promise rafayel loveanddeepspace loveanddeepspacerafayel edit loveanddeepspaceedit,illusio clips saved abysswalker rafayel love promise rafayel loveanddeepspace loveanddeepspacerafayel edit loveanddeepspaceedit,Rafayel,NEGATIVE,0.6152046322822571
replying qamar art rafayel v2 loveanddeepspace lads loveanddeepspaceedit rafayel rafayelloveanddeepspace foryoupage fyp,replying qamar art rafayel v2 loveanddeepspace lads loveanddeepspaceedit rafayel rafayelloveanddeepspace foryoupage fyp,Rafayel,POSITIVE,0.713691234588623
rafayel never dull moment youre rafayel lmao loveanddeepspace lndsea,rafayel never dull moment youre rafayel lmao loveanddeepspace lndsea,Rafayel,POSITIVE,0.9961101412773132
donghuasimp loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters rafayel otomegame otomegames otome visualnovel datingsim donghua gameedit edit animation goforthehandful fyp viral,donghuasimp loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters rafayel otomegame otomegames otome visualnovel datingsim donghua gameedit edit animation goforthehandful fyp viral,Rafayel,NEGATIVE,0.9467965364456177
rafayel finally happy ending deserves omg goodbye beloved bride new wedding cards amazing hit hardest myth sorry kinda rushed get system scp amrynna rafayelnewmyth rafayellemurianseagod loveanddeepspace weddingbanner ladsedit edit otome anime aftereffects song really cover sleep token,rafayel finally happy ending deserves omg goodbye beloved bride new wedding cards amazing hit hardest myth sorry kinda rushed get system scp amrynna rafayelnewmyth rafayellemurianseagod loveanddeepspace weddingbanner ladsedit edit otome anime aftereffects song really cover sleep token,Rafayel,NEGATIVE,0.9542621970176697
rafayel really best imo ib editdoc loveanddeepspacerafayellovedeepspaceladsrafayelloveanddeepspacefypfypsoundsforyoupageediteditorloveanddeepspaceeditrafayeleditladseditfypppforuyoufypsoundsforyoupageediteditorloveanddeepspaceeditxyzbcaomgpagetrendingforyouviralgnarlykatseye,rafayel really best imo ib editdoc loveanddeepspacerafayellovedeepspaceladsrafayelloveanddeepspacefypfypsoundsforyoupageediteditorloveanddeepspaceeditrafayeleditladseditfypppforuyoufypsoundsforyoupageediteditorloveanddeepspaceeditxyzbcaomgpagetrendingforyouviralgnarlykatseye,Rafayel,POSITIVE,0.9991207718849182
crying much myth im happy see happy mc dream since atleast lifetimes ago loveanddeepspaceedit loveanddeepspace rafayelloveanddeepspace rafayeledit weddingbanner,crying much myth im happy see happy mc dream since atleast lifetimes ago loveanddeepspaceedit loveanddeepspace rafayelloveanddeepspace rafayeledit weddingbanner,Rafayel,POSITIVE,0.9939945340156555
knows rafayel loveanddeepspacerafayel loveanddeepspacerafayeledit loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters otomegame fyp,knows rafayel loveanddeepspacerafayel loveanddeepspacerafayeledit loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters otomegame fyp,Rafayel,POSITIVE,0.9390255212783813
im obsessed outfit rafayel rafayelloveanddeepspace rafayelloveanddeepspaceedit loveanddeepspace loveanddeepspaceedit fyp otomegame,im obsessed outfit rafayel rafayelloveanddeepspace rafayelloveanddeepspaceedit loveanddeepspace loveanddeepspaceedit fyp otomegame,Rafayel,NEGATIVE,0.8873811960220337
random edits rafayel loveanddeepspace loveanddeepspaceedit fyp foryourpage,random edits rafayel loveanddeepspace loveanddeepspaceedit fyp foryourpage,Rafayel,NEGATIVE,0.9793643355369568
butterflies stomach rafayel loveanddeepspace fyp fyp fypviral otome game,butterflies stomach rafayel loveanddeepspace fyp fyp fypviral otome game,Rafayel,NEGATIVE,0.9666005373001099
rafayel bond nightly stroll loveanddeepspace fyp rafayel rafayelloveanddeepspace rafayeledit fyp foryoupage otomegame,rafayel bond nightly stroll loveanddeepspace fyp rafayel rafayelloveanddeepspace rafayeledit fyp foryoupage otomegame,Rafayel,NEGATIVE,0.9189444184303284
pain eyes tears turning pearls bruh rafayel jp dub broke heart even millions pieces rafayel rafayeledit rafayelloveanddeepspace loveanddeepspacerafayel ind lads loveanddeepspace loveanddeepspaceedit edit otome otomegame fy fyp foryoupage viral,pain eyes tears turning pearls bruh rafayel jp dub broke heart even millions pieces rafayel rafayeledit rafayelloveanddeepspace loveanddeepspacerafayel ind lads loveanddeepspace loveanddeepspaceedit edit otome otomegame fy fyp foryoupage viral,Rafayel,POSITIVE,0.861370325088501
silly fish rafayel rafayelloveanddeepspace loveanddeepspace boundlessseas fyp ib binarycircuits,silly fish rafayel rafayelloveanddeepspace loveanddeepspace boundlessseas fyp ib binarycircuits,Rafayel,NEGATIVE,0.9876532554626465
everyone admiring wedding banner omg suggest admire merman little longer scp rafayel rafayeledit loveanddeepspace loveanddeepspaceedit rafayelloveanddeepspace rafayellemurianseagod loveanddeepspacecharacters loveanddeepspacerafayel otomegame fyp,everyone admiring wedding banner omg suggest admire merman little longer scp rafayel rafayeledit loveanddeepspace loveanddeepspaceedit rafayelloveanddeepspace rafayellemurianseagod loveanddeepspacecharacters loveanddeepspacerafayel otomegame fyp,Rafayel,POSITIVE,0.8363321423530579
makeup makeup rafayel rafayelmermaid mermaid qiyu loveanddeepspaceloveanddeepspacesplayer handsome lads loveanddeepspacecharacters 3dgame otomegame mika,makeup makeup rafayel rafayelmermaid mermaid qiyu loveanddeepspaceloveanddeepspacesplayer handsome lads loveanddeepspacecharacters 3dgame otomegame mika,Rafayel,NEGATIVE,0.7442915439605713
attitude fyp rafayelloveanddeepspace foryou rafayel loveanddeepspace fyppppppppppppppppppppppp,attitude fyp rafayelloveanddeepspace foryou rafayel loveanddeepspace fyppppppppppppppppppppppp,Rafayel,NEGATIVE,0.9860171675682068
rafayel bond ebb flow loveanddeepspace fyp rafayel rafayelloveanddeepspace rafayeledit foryoupage fyp otomegame,rafayel bond ebb flow loveanddeepspace fyp rafayel rafayelloveanddeepspace rafayeledit foryoupage fyp otomegame,Rafayel,NEGATIVE,0.7460142374038696
made another loveanddeepspace rafayel rafayelloveanddeepspace fyyyyyyyyyyyyyyyy fypviral fyp ml edit fpytiktokviral fyp viral capcut,made another loveanddeepspace rafayel rafayelloveanddeepspace fyyyyyyyyyyyyyyyy fypviral fyp ml edit fpytiktokviral fyp viral capcut,Rafayel,POSITIVE,0.9463971853256226
way used hand click answer call theyre still turned around look rafayel loveanddeepspacerafayel otomegame loveanddeepspace lad rafayelloveanddeepspace otome nightlyrendezvous,way used hand click answer call theyre still turned around look rafayel loveanddeepspacerafayel otomegame loveanddeepspace lad rafayelloveanddeepspace otome nightlyrendezvous,Rafayel,NEGATIVE,0.9779425263404846
slowly getting back seagod scp sylnax fishcrow loveanddeepspace loveanddeepspaceedit rafayelloveanddeepspace rafayel rafayeledit sylusloveanddeepspace sylus sylusedit otomegame fyp fyp,slowly getting back seagod scp sylnax fishcrow loveanddeepspace loveanddeepspaceedit rafayelloveanddeepspace rafayel rafayeledit sylusloveanddeepspace sylus sylusedit otomegame fyp fyp,Rafayel,NEGATIVE,0.9826525449752808
rafayel apology post last rafayel edit loveanddeepspace loveanddeepspaceedit loveanddeepspacerafayel fyp rafayeledit rafayelloveanddeepspace,rafayel apology post last rafayel edit loveanddeepspace loveanddeepspaceedit loveanddeepspacerafayel fyp rafayeledit rafayelloveanddeepspace,Rafayel,NEGATIVE,0.9539482593536377
id worship day loveanddeepspace rafayel rafayelloveanddeepspace loveanddeepspaceedit rafayeledit fyp,id worship day loveanddeepspace rafayel rafayelloveanddeepspace loveanddeepspaceedit rafayeledit fyp,Rafayel,POSITIVE,0.8603584170341492
hes rocking mullet loveanddeepspace rafayel rafayelloveanddeepspace loveanddeepspaceedit rafayeledit fyp,hes rocking mullet loveanddeepspace rafayel rafayelloveanddeepspace loveanddeepspaceedit rafayeledit fyp,Rafayel,NEGATIVE,0.6651819944381714
rafayel silly lil guy goofball wanna squeeze bad rafayelloveanddeepspace loveanddeepspace rafayellnd fyp otomegame silly jiro pavias lover wintur miyuu,rafayel silly lil guy goofball wanna squeeze bad rafayelloveanddeepspace loveanddeepspace rafayellnd fyp otomegame silly jiro pavias lover wintur miyuu,Rafayel,NEGATIVE,0.988068163394928
rafayel lore makes sick loveanddeepspace loveanddeepspaceedit loveanddeepspacerafayel fyp rafayel rafayeledit,rafayel lore makes sick loveanddeepspace loveanddeepspaceedit loveanddeepspacerafayel fyp rafayel rafayeledit,Rafayel,POSITIVE,0.8457104563713074
donghuasimp short answerhis face card never declined loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters rafayel rafayelloveanddeepspace otomegame otomegames otome visualnovel donghua gameedit edit animation goforthehandful fyp viral,donghuasimp short answerhis face card never declined loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters rafayel rafayelloveanddeepspace otomegame otomegames otome visualnovel donghua gameedit edit animation goforthehandful fyp viral,Rafayel,NEGATIVE,0.966433048248291
rafayel spent disappointing amount time loveanddeepspace lads fyp trending trend viral blowthisup edit edittok editor xyzbca zyxcba fypage stopreadingthehashtags rafayelloveanddeepspace loveanddeepspacerafayel infoldgames otome otomegame rafayeledit rafayellads ladsrafayel,rafayel spent disappointing amount time loveanddeepspace lads fyp trending trend viral blowthisup edit edittok editor xyzbca zyxcba fypage stopreadingthehashtags rafayelloveanddeepspace loveanddeepspacerafayel infoldgames otome otomegame rafayeledit rafayellads ladsrafayel,Rafayel,NEGATIVE,0.9985334873199463
rafayels fav farr hes soo handsome lad boys manhwa charactersrafayel loveanddeepspacerafayel loveanddeepspace lnds lads,rafayels fav farr hes soo handsome lad boys manhwa charactersrafayel loveanddeepspacerafayel loveanddeepspace lnds lads,Rafayel,POSITIVE,0.9700204730033875
